,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,AgeImputed,EmbarkedImputed,CabinImputed,male,Embarked_C,Embarked_Q,Embarked_S,Embarked_missing,Embarked_nan,Cabin_number,Cabin_letter_C,Cabin_letter_Q,Cabin_letter_S,Cabin_letter_m,Cabin_letter_nan
277,278,0,2,28.0,0,0,0.0,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
278,279,0,3,7.0,4,1,29.125,False,False,True,True,0,1,0,0,0,,0,1,0,0,0
279,280,1,3,35.0,1,1,20.25,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
280,281,0,3,65.0,0,0,7.75,False,False,True,True,0,1,0,0,0,,0,1,0,0,0
281,282,0,3,28.0,0,0,7.8542,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
282,283,0,3,16.0,0,0,9.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
283,284,1,3,19.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
284,285,0,1,28.0,0,0,26.0,True,False,False,True,0,0,1,0,0,,0,0,1,0,0
285,286,0,3,33.0,0,0,8.6625,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
286,287,1,3,30.0,0,0,9.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
287,288,0,3,22.0,0,0,7.8958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
288,289,1,2,42.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
289,290,1,3,22.0,0,0,7.75,False,False,True,False,0,1,0,0,0,,0,1,0,0,0
290,291,1,1,26.0,0,0,78.85,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
291,292,1,1,19.0,1,0,91.0792,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
292,293,0,2,36.0,0,0,12.875,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
293,294,0,3,24.0,0,0,8.85,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
294,295,0,3,24.0,0,0,7.8958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
295,296,0,1,28.0,0,0,27.7208,True,False,True,True,1,0,0,0,0,,1,0,0,0,0
296,297,0,3,23.5,0,0,7.2292,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
297,298,0,1,2.0,1,2,151.55,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
298,299,1,1,28.0,0,0,30.5,True,False,False,True,0,0,1,0,0,,0,0,1,0,0
299,300,1,1,50.0,0,1,247.5208,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
300,301,1,3,28.0,0,0,7.75,True,False,True,False,0,1,0,0,0,,0,1,0,0,0
301,302,1,3,28.0,2,0,23.25,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
302,303,0,3,19.0,0,0,0.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
303,304,1,2,28.0,0,0,12.35,True,False,False,False,0,1,0,0,0,,0,1,0,0,0
304,305,0,3,28.0,0,0,8.05,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
305,306,1,1,0.92,1,2,151.55,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
306,307,1,1,28.0,0,0,110.8833,True,False,True,False,1,0,0,0,0,,1,0,0,0,0
307,308,1,1,17.0,1,0,108.9,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
308,309,0,2,30.0,1,0,24.0,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
309,310,1,1,30.0,0,0,56.9292,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
310,311,1,1,24.0,0,0,83.1583,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
311,312,1,1,18.0,2,2,262.375,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
312,313,0,2,26.0,1,1,26.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
313,314,0,3,28.0,0,0,7.8958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
314,315,0,2,43.0,1,1,26.25,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
315,316,1,3,26.0,0,0,7.8542,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
316,317,1,2,24.0,1,0,26.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
317,318,0,2,54.0,0,0,14.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
318,319,1,1,31.0,0,2,164.8667,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
319,320,1,1,40.0,1,1,134.5,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
320,321,0,3,22.0,0,0,7.25,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
321,322,0,3,27.0,0,0,7.8958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
322,323,1,2,30.0,0,0,12.35,False,False,True,False,0,1,0,0,0,,0,1,0,0,0
323,324,1,2,22.0,1,1,29.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
324,325,0,3,28.0,8,2,69.55,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
325,326,1,1,36.0,0,0,135.6333,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
326,327,0,3,61.0,0,0,6.2375,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
327,328,1,2,36.0,0,0,13.0,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
328,329,1,3,31.0,1,1,20.525,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
329,330,1,1,16.0,0,1,57.9792,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
330,331,1,3,28.0,2,0,23.25,True,False,True,False,0,1,0,0,0,,0,1,0,0,0
331,332,0,1,45.5,0,0,28.5,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
332,333,0,1,38.0,0,1,153.4625,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
333,334,0,3,16.0,2,0,18.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
334,335,1,1,28.0,1,0,133.65,True,False,True,False,0,0,1,0,0,,0,0,1,0,0
335,336,0,3,28.0,0,0,7.8958,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
336,337,0,1,29.0,1,0,66.6,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
337,338,1,1,41.0,0,0,134.5,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
338,339,1,3,45.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
339,340,0,1,45.0,0,0,35.5,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
340,341,1,2,2.0,1,1,26.0,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
341,342,1,1,24.0,3,2,263.0,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
342,343,0,2,28.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
343,344,0,2,25.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
344,345,0,2,36.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
345,346,1,2,24.0,0,0,13.0,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
346,347,1,2,40.0,0,0,13.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
347,348,1,3,28.0,1,0,16.1,True,False,True,False,0,0,1,0,0,,0,0,1,0,0
348,349,1,3,3.0,1,1,15.9,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
349,350,0,3,42.0,0,0,8.6625,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
350,351,0,3,23.0,0,0,9.225,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
351,352,0,1,28.0,0,0,35.0,True,False,False,True,0,0,1,0,0,,0,0,1,0,0
352,353,0,3,15.0,1,1,7.2292,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
353,354,0,3,25.0,1,0,17.8,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
354,355,0,3,28.0,0,0,7.225,True,False,True,True,1,0,0,0,0,,1,0,0,0,0
355,356,0,3,28.0,0,0,9.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
356,357,1,1,22.0,0,1,55.0,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
357,358,0,2,38.0,0,0,13.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
358,359,1,3,28.0,0,0,7.8792,True,False,True,False,0,1,0,0,0,,0,1,0,0,0
359,360,1,3,28.0,0,0,7.8792,True,False,True,False,0,1,0,0,0,,0,1,0,0,0
360,361,0,3,40.0,1,4,27.9,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
361,362,0,2,29.0,1,0,27.7208,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
362,363,0,3,45.0,0,1,14.4542,False,False,True,False,1,0,0,0,0,,1,0,0,0,0
363,364,0,3,35.0,0,0,7.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
364,365,0,3,28.0,1,0,15.5,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
365,366,0,3,30.0,0,0,7.25,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
366,367,1,1,60.0,1,0,75.25,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
367,368,1,3,28.0,0,0,7.2292,True,False,True,False,1,0,0,0,0,,1,0,0,0,0
368,369,1,3,28.0,0,0,7.75,True,False,True,False,0,1,0,0,0,,0,1,0,0,0
369,370,1,1,24.0,0,0,69.3,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
370,371,1,1,25.0,1,0,55.4417,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
371,372,0,3,18.0,1,0,6.4958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
372,373,0,3,19.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
373,374,0,1,22.0,0,0,135.6333,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
374,375,0,3,3.0,3,1,21.075,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
375,376,1,1,28.0,1,0,82.1708,True,False,True,False,1,0,0,0,0,,1,0,0,0,0
376,377,1,3,22.0,0,0,7.25,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
377,378,0,1,27.0,0,2,211.5,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
378,379,0,3,20.0,0,0,4.0125,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
379,380,0,3,19.0,0,0,7.775,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
380,381,1,1,42.0,0,0,227.525,False,False,True,False,1,0,0,0,0,,1,0,0,0,0
381,382,1,3,1.0,0,2,15.7417,False,False,True,False,1,0,0,0,0,,1,0,0,0,0
382,383,0,3,32.0,0,0,7.925,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
383,384,1,1,35.0,1,0,52.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
384,385,0,3,28.0,0,0,7.8958,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
385,386,0,2,18.0,0,0,73.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
386,387,0,3,1.0,5,2,46.9,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
387,388,1,2,36.0,0,0,13.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
388,389,0,3,28.0,0,0,7.7292,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
389,390,1,2,17.0,0,0,12.0,False,False,True,False,1,0,0,0,0,,1,0,0,0,0
390,391,1,1,36.0,1,2,120.0,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
391,392,1,3,21.0,0,0,7.7958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
392,393,0,3,28.0,2,0,7.925,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
393,394,1,1,23.0,1,0,113.275,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
394,395,1,3,24.0,0,2,16.7,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
395,396,0,3,22.0,0,0,7.7958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
396,397,0,3,31.0,0,0,7.8542,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
397,398,0,2,46.0,0,0,26.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
398,399,0,2,23.0,0,0,10.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
399,400,1,2,28.0,0,0,12.65,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
400,401,1,3,39.0,0,0,7.925,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
401,402,0,3,26.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
402,403,0,3,21.0,1,0,9.825,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
403,404,0,3,28.0,1,0,15.85,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
404,405,0,3,20.0,0,0,8.6625,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
405,406,0,2,34.0,1,0,21.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
406,407,0,3,51.0,0,0,7.75,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
407,408,1,2,3.0,1,1,18.75,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
408,409,0,3,21.0,0,0,7.775,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
409,410,0,3,28.0,3,1,25.4667,True,False,True,False,0,0,1,0,0,,0,0,1,0,0
410,411,0,3,28.0,0,0,7.8958,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
411,412,0,3,28.0,0,0,6.8583,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
412,413,1,1,33.0,1,0,90.0,False,False,False,False,0,1,0,0,0,,0,1,0,0,0
413,414,0,2,28.0,0,0,0.0,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
414,415,1,3,44.0,0,0,7.925,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
415,416,0,3,28.0,0,0,8.05,True,False,True,False,0,0,1,0,0,,0,0,1,0,0
416,417,1,2,34.0,1,1,32.5,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
417,418,1,2,18.0,0,2,13.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
418,419,0,2,30.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
419,420,0,3,10.0,0,2,24.15,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
420,421,0,3,28.0,0,0,7.8958,True,False,True,True,1,0,0,0,0,,1,0,0,0,0
421,422,0,3,21.0,0,0,7.7333,False,False,True,True,0,1,0,0,0,,0,1,0,0,0
422,423,0,3,29.0,0,0,7.875,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
423,424,0,3,28.0,1,1,14.4,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
424,425,0,3,18.0,1,1,20.2125,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
425,426,0,3,28.0,0,0,7.25,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
426,427,1,2,28.0,1,0,26.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
427,428,1,2,19.0,0,0,26.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
428,429,0,3,28.0,0,0,7.75,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
429,430,1,3,32.0,0,0,8.05,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
430,431,1,1,28.0,0,0,26.55,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
431,432,1,3,28.0,1,0,16.1,True,False,True,False,0,0,1,0,0,,0,0,1,0,0
432,433,1,2,42.0,1,0,26.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
433,434,0,3,17.0,0,0,7.125,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
434,435,0,1,50.0,1,0,55.9,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
435,436,1,1,14.0,1,2,120.0,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
436,437,0,3,21.0,2,2,34.375,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
437,438,1,2,24.0,2,3,18.75,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
438,439,0,1,64.0,1,4,263.0,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
439,440,0,2,31.0,0,0,10.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
440,441,1,2,45.0,1,1,26.25,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
441,442,0,3,20.0,0,0,9.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
442,443,0,3,25.0,1,0,7.775,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
443,444,1,2,28.0,0,0,13.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
444,445,1,3,28.0,0,0,8.1125,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
445,446,1,1,4.0,0,2,81.8583,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
446,447,1,2,13.0,0,1,19.5,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
447,448,1,1,34.0,0,0,26.55,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
448,449,1,3,5.0,2,1,19.2583,False,False,True,False,1,0,0,0,0,,1,0,0,0,0
449,450,1,1,52.0,0,0,30.5,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
450,451,0,2,36.0,1,2,27.75,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
451,452,0,3,28.0,1,0,19.9667,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
452,453,0,1,30.0,0,0,27.75,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
453,454,1,1,49.0,1,0,89.1042,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
454,455,0,3,28.0,0,0,8.05,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
455,456,1,3,29.0,0,0,7.8958,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
456,457,0,1,65.0,0,0,26.55,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
457,458,1,1,28.0,1,0,51.8625,True,False,False,False,0,0,1,0,0,,0,0,1,0,0
458,459,1,2,50.0,0,0,10.5,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
459,460,0,3,28.0,0,0,7.75,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
460,461,1,1,48.0,0,0,26.55,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
461,462,0,3,34.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
462,463,0,1,47.0,0,0,38.5,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
463,464,0,2,48.0,0,0,13.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
464,465,0,3,28.0,0,0,8.05,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
465,466,0,3,38.0,0,0,7.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
466,467,0,2,28.0,0,0,0.0,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
467,468,0,1,56.0,0,0,26.55,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
468,469,0,3,28.0,0,0,7.725,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
469,470,1,3,0.75,2,1,19.2583,False,False,True,False,1,0,0,0,0,,1,0,0,0,0
470,471,0,3,28.0,0,0,7.25,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
471,472,0,3,38.0,0,0,8.6625,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
472,473,1,2,33.0,1,2,27.75,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
473,474,1,2,23.0,0,0,13.7917,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
474,475,0,3,22.0,0,0,9.8375,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
475,476,0,1,28.0,0,0,52.0,True,False,False,True,0,0,1,0,0,,0,0,1,0,0
476,477,0,2,34.0,1,0,21.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
477,478,0,3,29.0,1,0,7.0458,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
478,479,0,3,22.0,0,0,7.5208,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
479,480,1,3,2.0,0,1,12.2875,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
480,481,0,3,9.0,5,2,46.9,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
481,482,0,2,28.0,0,0,0.0,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
482,483,0,3,50.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
483,484,1,3,63.0,0,0,9.5875,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
484,485,1,1,25.0,1,0,91.0792,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
485,486,0,3,28.0,3,1,25.4667,True,False,True,False,0,0,1,0,0,,0,0,1,0,0
486,487,1,1,35.0,1,0,90.0,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
487,488,0,1,58.0,0,0,29.7,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
488,489,0,3,30.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
489,490,1,3,9.0,1,1,15.9,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
490,491,0,3,28.0,1,0,19.9667,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
491,492,0,3,21.0,0,0,7.25,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
492,493,0,1,55.0,0,0,30.5,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
493,494,0,1,71.0,0,0,49.5042,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
494,495,0,3,21.0,0,0,8.05,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
495,496,0,3,28.0,0,0,14.4583,True,False,True,True,1,0,0,0,0,,1,0,0,0,0
496,497,1,1,54.0,1,0,78.2667,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
497,498,0,3,28.0,0,0,15.1,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
498,499,0,1,25.0,1,2,151.55,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
499,500,0,3,24.0,0,0,7.7958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
500,501,0,3,17.0,0,0,8.6625,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
501,502,0,3,21.0,0,0,7.75,False,False,True,False,0,1,0,0,0,,0,1,0,0,0
502,503,0,3,28.0,0,0,7.6292,True,False,True,False,0,1,0,0,0,,0,1,0,0,0
503,504,0,3,37.0,0,0,9.5875,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
504,505,1,1,16.0,0,0,86.5,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
505,506,0,1,18.0,1,0,108.9,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
506,507,1,2,33.0,0,2,26.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
507,508,1,1,28.0,0,0,26.55,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
508,509,0,3,28.0,0,0,22.525,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
509,510,1,3,26.0,0,0,56.4958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
510,511,1,3,29.0,0,0,7.75,False,False,True,True,0,1,0,0,0,,0,1,0,0,0
511,512,0,3,28.0,0,0,8.05,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
512,513,1,1,36.0,0,0,26.2875,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
513,514,1,1,54.0,1,0,59.4,False,False,True,False,1,0,0,0,0,,1,0,0,0,0
514,515,0,3,24.0,0,0,7.4958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
515,516,0,1,47.0,0,0,34.0208,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
516,517,1,2,34.0,0,0,10.5,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
517,518,0,3,28.0,0,0,24.15,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
518,519,1,2,36.0,1,0,26.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
519,520,0,3,32.0,0,0,7.8958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
520,521,1,1,30.0,0,0,93.5,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
521,522,0,3,22.0,0,0,7.8958,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
522,523,0,3,28.0,0,0,7.225,True,False,True,True,1,0,0,0,0,,1,0,0,0,0
523,524,1,1,44.0,0,1,57.9792,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
524,525,0,3,28.0,0,0,7.2292,True,False,True,True,1,0,0,0,0,,1,0,0,0,0
525,526,0,3,40.5,0,0,7.75,False,False,True,True,0,1,0,0,0,,0,1,0,0,0
526,527,1,2,50.0,0,0,10.5,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
527,528,0,1,28.0,0,0,221.7792,True,False,False,True,0,0,1,0,0,,0,0,1,0,0
528,529,0,3,39.0,0,0,7.925,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
529,530,0,2,23.0,2,1,11.5,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
530,531,1,2,2.0,1,1,26.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
531,532,0,3,28.0,0,0,7.2292,True,False,True,True,1,0,0,0,0,,1,0,0,0,0
532,533,0,3,17.0,1,1,7.2292,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
533,534,1,3,28.0,0,2,22.3583,True,False,True,False,1,0,0,0,0,,1,0,0,0,0
534,535,0,3,30.0,0,0,8.6625,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
535,536,1,2,7.0,0,2,26.25,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
536,537,0,1,45.0,0,0,26.55,False,False,False,True,0,0,1,0,0,,0,0,1,0,0
537,538,1,1,30.0,0,0,106.425,False,False,True,False,1,0,0,0,0,,1,0,0,0,0
538,539,0,3,28.0,0,0,14.5,True,False,True,True,0,0,1,0,0,,0,0,1,0,0
539,540,1,1,22.0,0,2,49.5,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
540,541,1,1,36.0,0,2,71.0,False,False,False,False,0,0,1,0,0,,0,0,1,0,0
541,542,0,3,9.0,4,2,31.275,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
542,543,0,3,11.0,4,2,31.275,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
543,544,1,2,32.0,1,0,26.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
544,545,0,1,50.0,1,0,106.425,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
545,546,0,1,64.0,0,0,26.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
546,547,1,2,19.0,1,0,26.0,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
547,548,1,2,28.0,0,0,13.8625,True,False,True,True,1,0,0,0,0,,1,0,0,0,0
548,549,0,3,33.0,1,1,20.525,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
549,550,1,2,8.0,1,1,36.75,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
550,551,1,1,17.0,0,2,110.8833,False,False,False,True,1,0,0,0,0,,1,0,0,0,0
551,552,0,2,27.0,0,0,26.0,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
552,553,0,3,28.0,0,0,7.8292,True,False,True,True,0,1,0,0,0,,0,1,0,0,0
553,554,1,3,22.0,0,0,7.225,False,False,True,True,1,0,0,0,0,,1,0,0,0,0
554,555,1,3,22.0,0,0,7.775,False,False,True,False,0,0,1,0,0,,0,0,1,0,0
555,556,0,1,62.0,0,0,26.55,False,False,True,True,0,0,1,0,0,,0,0,1,0,0
556,557,1,1,48.0,1,0,39.6,False,False,False,False,1,0,0,0,0,,1,0,0,0,0
