id,title,labels,fold
18519052,Experiences of and actions towards worries among ambulance nurses in their professional life: a critical incident study.,"Adaptation, Psychological	Ambulances	Attitude of Health Personnel	Burnout, Professional	Crisis Intervention	Emergency Nursing	Female	Humans	Male	Nurse's Role	Nursing Methodology Research	Nursing Staff	Occupational Health	Professional Autonomy	Professional Competence	Qualitative Research	Risk Factors	Self Efficacy	Surveys and Questionnaires	Sweden",10
3025539,Selective proliferation of brain kappa opiate receptors in spontaneously hypertensive rats.,"Animals	Binding, Competitive	Brain	Cyclazocine	Enkephalin, Leucine	Ethylketocyclazocine	Kinetics	Male	Naltrexone	Oligopeptides	Rats	Rats, Inbred SHR	Rats, Inbred Strains	Rats, Inbred WKY	Receptors, Opioid	Receptors, Opioid, kappa",10
4036422,[Morphologic changes in the nervous system in acute carbophos poisoning].,Acute Disease	Blood Vessels	Brain	Cerebral Hemorrhage	Edema	Ganglia	Humans	Malathion	Meninges	Nervous System	Spinal Cord,10
18641577,[Conjunctival squamous cell carcinoma. Four cases reported in the French West Indies].,"Aged	Carcinoma, Squamous Cell	Combined Modality Therapy	Conjunctival Neoplasms	Female	Humans	Middle Aged	Recurrence	Sunlight	Treatment Outcome	Ultraviolet Rays",10
1918014,Membrane markers of endoplasmic reticulum preserved in autophagic vacuolar membranes isolated from leupeptin-administered rat liver.,"Animals	Autophagy	Biomarkers	Cytochrome P-450 Enzyme System	Endoplasmic Reticulum	Fructose-Bisphosphate Aldolase	Immunoblotting	Intracellular Membranes	Leupeptins	Liver	Male	Rats	Rats, Inbred Strains	Starvation	Vacuoles",10
16570696,Chronic acid water feeding protects mice against lethal gut-derived sepsis due to Pseudomonas aeruginosa.,"Animals	Anti-Bacterial Agents	Aorta	Caco-2 Cells	Cecum	Disease Models, Animal	Epithelial Cells	Heat-Shock Proteins	Humans	Hydrogen-Ion Concentration	Immunoblotting	Intestinal Mucosa	Kidney	Mice	Mice, Inbred BALB C	Proteins	Pseudomonas Infections	Pseudomonas aeruginosa	Sepsis	Stomach	Water",10
932118,[A rare complication of the acetabulum: incarceration of a small intestine loop in the fracture area].,"Acetabulum	Aged	Fractures, Bone	Hernia	Herniorrhaphy	Humans	Intestine, Small	Male	Peritoneum",10
19635919,NKp44 receptor mediates interaction of the envelope glycoproteins from the West Nile and dengue viruses with NK cells.,"Animals	CHO Cells	Cell Line	Cell Line, Tumor	Cells, Cultured	Cercopithecus aethiops	Cricetinae	Cricetulus	Dengue Virus	Humans	Killer Cells, Natural	Lymphocyte Activation	Natural Cytotoxicity Triggering Receptor 2	Vero Cells	Viral Envelope Proteins	Virion	West Nile virus",10
23376462,Role of plasmid- and chromosomally encoded Hha proteins in modulation of gene expression in E. coli O157:H7.,"Amino Acid Sequence	Chromosomes, Bacterial	DNA-Binding Proteins	Escherichia coli O157	Escherichia coli Proteins	Fimbriae Proteins	Gene Expression Profiling	Gene Expression Regulation, Bacterial	Hemolysin Proteins	Molecular Sequence Data	Oligonucleotide Array Sequence Analysis	Operon	Plasmids	Promoter Regions, Genetic	Sequence Alignment	Transcription, Genetic	Virulence",10
3149718,Platelet-activating factor-induced contraction of guinea-pig lung parenchymal strips: possible involvement of arachidonate metabolites.,"Acetylcholine	Animals	Arachidonic Acids	Atropine	Azepines	Cyclooxygenase Inhibitors	Guinea Pigs	Hypnotics and Sedatives	In Vitro Techniques	Lipoxygenase Inhibitors	Lung	Male	Muscle Contraction	Muscle, Smooth	Platelet Activating Factor	Thromboxane A2	Triazines	Triazoles",10
25760272,A titration model for evaluating calcium hydroxide removal techniques.,"Calcium Hydroxide	Humans	Microscopy, Electron, Scanning	Reproducibility of Results	Root Canal Irrigants	Root Canal Preparation	Sodium Chloride	Therapeutic Irrigation	Time Factors	Titrimetry	Ultrasonic Therapy",8
16467260,Role of glial cell line-derived neurotrophic factor in germ-line stem cell fate.,"Animals	Cell Differentiation	Gene Expression Regulation	Germ Cells	Glial Cell Line-Derived Neurotrophic Factor	Male	Membrane Proteins	Mice	Nerve Tissue Proteins	Receptor, Notch1	Seminiferous Tubules	Spermatogonia	Stem Cells",10
23581699,A new method for tracking of motor skill learning through practical application of Fitts' law.,Adult	Aged	Female	Humans	Learning	Male	Middle Aged	Motor Skills	Movement	Prospective Studies	Psychomotor Performance	Reaction Time,6
26390610,[THE AGING OF MICROVASCULAR NETWORK FORMED IN CORTEX FOLLOWING INTRACEREBRAL TRANSPLANTATION OF MESENCHYMAL STEM CELLS].,"Aging	Animals	Cerebral Cortex	Male	Mesenchymal Stem Cell Transplantation	Microcirculation	Microvessels	Neovascularization, Physiologic	Pia Mater	Rats	Rats, Inbred WKY",10
21609345,"Nisin F, intraperitoneally injected, may have a stabilizing effect on the bacterial population in the gastro-intestinal tract, as determined in a preliminary study with mice as model.","Animals	Anti-Bacterial Agents	Bacteria	Bacteriocins	Feces	Gastrointestinal Tract	Injections, Intraperitoneal	Male	Mice	Mice, Inbred C57BL	Nisin",10
8648764,EBNA-2 and EBNA-3C extensively and mutually exclusively associate with RBPJkappa in Epstein-Barr virus-transformed B lymphocytes.,"Antigens, Viral	B-Lymphocytes	DNA-Binding Proteins	Epstein-Barr Virus Nuclear Antigens	Herpesvirus 4, Human	Humans	Immunoglobulin J Recombination Signal Sequence-Binding Protein	Lymphocyte Activation	Nuclear Proteins	Precipitin Tests",10
23589706,Many-to-many multicast routing schemes under a fixed topology.,"Algorithms	Computer Communication Networks	Information Storage and Retrieval	Signal Processing, Computer-Assisted",9
25421679,Identification and characterization of small-molecule inhibitors of lysine acetyltransferases.,"Amino Acid Sequence	Drug Discovery	Enzyme Assays	Enzyme Inhibitors	HCT116 Cells	Humans	Lysine	Molecular Sequence Data	Small Molecule Libraries	Spectrometry, Fluorescence	p300-CBP Transcription Factors",10
2728748,[Clinico-electrophysiological study of behavior disorders in children with oligophrenia].,Action Potentials	Cerebral Cortex	Child	Child Behavior Disorders	Electroencephalography	Humans	Intellectual Disability	Male,10
7340715,[Early detection of gastrointestinal tumors (author's transl)].,"Biopsy	Colonic Neoplasms	Endoscopy	Esophageal Neoplasms	Gastrointestinal Neoplasms	Humans	Intestinal Neoplasms	Intestine, Small	Mass Screening	Occult Blood	Prognosis	Radiography	Rectal Neoplasms	Risk	Stomach Neoplasms	Time Factors",10
25547083,Consumers' questions about antipsychotic medication: revealing safety concerns and the silent voices of young men.,"Adolescent	Adult	Aged	Aged, 80 and over	Antipsychotic Agents	Australia	Consumer Health Information	Female	Health Literacy	Health Services Needs and Demand	Hotlines	Humans	Information Seeking Behavior	Male	Middle Aged	Young Adult",10
12074774,"Long-term safety, tolerability and efficacy of extended-release tolterodine in the treatment of overactive bladder.","Adult	Aged	Aged, 80 and over	Benzhydryl Compounds	Cresols	Delayed-Action Preparations	Double-Blind Method	Female	Humans	Male	Middle Aged	Muscarinic Antagonists	Phenylpropanolamine	Time Factors	Tolterodine Tartrate	Treatment Outcome	Urinary Bladder, Neurogenic",10
2084078,Clinical and laboratory profile of systemic sclerosis in northern India.,"Adolescent	Adult	Female	Humans	Incidence	India	Male	Middle Aged	Scleroderma, Systemic",10
24639424,The ACC/AHA 2013 guideline on the treatment of blood cholesterol to reduce atherosclerotic cardiovascular disease risk in adults: the good the bad and the uncertain: a comparison with ESC/EAS guidelines for the management of dyslipidaemias 2011.,"Adult	American Heart Association	Atherosclerosis	Cholesterol, LDL	Dyslipidemias	Europe	Evidence-Based Medicine	Global Health	Humans	Hydroxymethylglutaryl-CoA Reductase Inhibitors	Hypercholesterolemia	Patient Selection	Practice Guidelines as Topic	Primary Prevention	Risk Assessment	Risk Factors	Risk Reduction Behavior	Societies, Medical	United States",10
23800695,Fecal estradiol-17â and testosterone in prepubertal domestic cats.,"Animals	Animals, Domestic	Cats	Estradiol	Feces	Female	Male	Pregnancy	Sexual Maturation	Testosterone",10
12184349,'An empty and happy feeling in the bladder.. .': health changes experienced by women after acupuncture for recurrent cystitis.,"Acupuncture Therapy	Adaptation, Psychological	Adult	Cystitis	Defecation	Female	Health Status	Humans	Middle Aged	Secondary Prevention	Sleep	Urination",10
1722652,On-line coupling of supercritical fluid extraction with multidimensional microcolumn liquid chromatography/gas chromatography.,"Chlorpyrifos	Chromatography, Gas	Chromatography, Liquid	Poaceae",10
21615755,Pharmacokinetics and pharmacodynamics of A77 1726 and leflunomide in domestic cats.,"Administration, Oral	Aniline Compounds	Animals	Anti-Inflammatory Agents, Non-Steroidal	Area Under Curve	Cats	Half-Life	Hydroxybutyrates	Injections, Intravenous	Isoxazoles	Male",10
25023649,Mir-208 promotes cell proliferation by repressing SOX6 expression in human esophageal squamous cell carcinoma.,"Base Sequence	Carcinoma, Squamous Cell	Cell Line, Tumor	Cell Proliferation	DNA Primers	Esophageal Neoplasms	Humans	MicroRNAs	Real-Time Polymerase Chain Reaction	Reverse Transcriptase Polymerase Chain Reaction	SOXE Transcription Factors",7
20626410,Mapping the druggable allosteric space of G-protein coupled receptors: a fragment-based molecular dynamics approach.,"Algorithms	Allosteric Site	Drug Discovery	Ligands	Models, Molecular	Molecular Dynamics Simulation	Protein Conformation	Receptors, G-Protein-Coupled",2
19464569,Sex differences in effects on sexual development in rat offspring after pre- and postnatal exposure to triphenyltin chloride.,"Animals	Animals, Newborn	Body Weight	Endocrine Disruptors	Estradiol	Female	Lactation	Male	Maternal Exposure	Organotin Compounds	Pregnancy	Progesterone	Random Allocation	Rats	Rats, Wistar	Sex Factors	Sexual Maturation	Testosterone",10
23037306,"Antitumor, antibiotic and antileishmanial properties of the Pyranonaphthoquinone Psychorubrin from Mitracarpus frigidus.","Anti-Bacterial Agents	Antineoplastic Agents, Phytogenic	Antiprotozoal Agents	Cell Line, Tumor	Gram-Negative Bacteria	Gram-Positive Bacteria	Humans	Inhibitory Concentration 50	Leishmania	Microbial Sensitivity Tests	Naphthoquinones	Rubiaceae",10
12370133,Skin changes in geriatric nurses prior to training heralding a particular risk of hand dermatitis.,"Adult	Aged	Cohort Studies	Dermatitis, Irritant	Dermatitis, Occupational	Education, Nursing	Female	Geriatric Nursing	Hand Dermatoses	Humans	Incidence	Male	Probability	Prognosis	Prospective Studies	Reference Values	Risk Assessment	Risk Factors	Severity of Illness Index	Statistics, Nonparametric",10
24098974,Comprehensive analysis of RNA-seq data reveals the complexity of the transcriptome in Brassica rapa.,"3' Untranslated Regions	5' Untranslated Regions	Alternative Splicing	Brassica rapa	Gene Expression Profiling	Gene Expression Regulation, Plant	Genes, Plant	Molecular Sequence Annotation	Organ Specificity	RNA, Messenger	Sequence Analysis, DNA	Statistics as Topic	Transcriptome",3
19228650,Association of polymorphisms in interferon regulatory factor 5 gene with rheumatoid arthritis: a metaanalysis.,"Animals	Arthritis, Rheumatoid	Databases, Factual	Genetic Variation	Humans	Interferon Regulatory Factors	Mice	Odds Ratio	Polymorphism, Single Nucleotide	Promoter Regions, Genetic",10
2730965,Analysis of interaction for mixtures of agents using the linear isobole.,"Drug Interactions	Mathematics	Models, Theoretical",10
25360769,Nuclear export of human hepatitis B virus core protein and pregenomic RNA depends on the cellular NXF1-p15 machinery.,"Active Transport, Cell Nucleus	Cell Line	Cell Nucleus	Cytoplasm	DNA Replication	Hepatitis B virus	Host-Pathogen Interactions	Humans	Multiprotein Complexes	Nuclear Export Signals	Nucleocytoplasmic Transport Proteins	Protein Structure, Tertiary	RNA	RNA Transport	RNA, Messenger	RNA, Small Interfering	RNA, Viral	RNA-Binding Proteins	Viral Core Proteins",5
23856656,Evaluation of hip flexion strength following lateral lumbar interbody fusion.,"Aged	Aged, 80 and over	Female	Hip	Hip Joint	Humans	Lumbar Vertebrae	Male	Middle Aged	Minimally Invasive Surgical Procedures	Psoas Muscles	Range of Motion, Articular	Spinal Fusion",10
19507148,The blood platelets contribution to innate host defense - what they have learned from their big brothers.,"Bacillus subtilis	Bacterial Infections	Blood Bactericidal Activity	Blood Platelets	Blood Proteins	Escherichia coli	Host-Pathogen Interactions	Humans	Hydrogen Peroxide	Immunity, Innate	Microscopy, Fluorescence	Neutrophils	Onium Compounds	Reactive Oxygen Species	Staphylococcus aureus	Statistics, Nonparametric	Tetradecanoylphorbol Acetate	Thrombin",10
23230309,Genetic and pharmacological inhibition of galectin-3 prevents cardiac remodeling by interfering with myocardial fibrogenesis.,"Amino Sugars	Animals	Cardiomyopathies	Collagen Type I	DNA	Disease Models, Animal	Fibrosis	Galectin 3	Gene Expression	Heart Failure	Immunohistochemistry	Male	Mice	Mice, Knockout	Myocardium	Rats	Reverse Transcriptase Polymerase Chain Reaction	Ventricular Remodeling",10
22775265,Molecular characterization of the porcine TEAD3 (TEF-5) gene: examination of a promoter mutation as the causal mutation of a quantitative trait loci affecting the androstenone level in boar fat.,"Adipose Tissue	Androstenes	Animals	Gene Expression Regulation, Enzymologic	Genotyping Techniques	Liver	Male	Mutation	Polymorphism, Single Nucleotide	Progesterone Reductase	Promoter Regions, Genetic	Quantitative Trait Loci	Steroids	Swine	Testis	Transcription Factors	Transcription, Genetic",10
15870888,Differential expression analysis of MIM (MTSS1) splice variants and a functional role of MIM in prostate cancer cell biology.,Actins	Alternative Splicing	Cell Proliferation	Gene Expression Regulation	Humans	Male	Microfilament Proteins	Neoplasm Proteins	Prostatic Neoplasms,10
11526126,Rapid and accurate identification of coagulase-negative staphylococci by real-time PCR.,"Bacterial Typing Techniques	Coagulase	DNA Probes	Genes, Bacterial	Genes, rRNA	Humans	Polymerase Chain Reaction	Sensitivity and Specificity	Staphylococcal Infections	Staphylococcus	Time Factors",10
8102282,Liver transplantation for a hepatitis B-related cirrhotic patient.,"Adult	Hepatitis B	Humans	Immunization, Passive	Immunosuppression	Liver Cirrhosis	Liver Transplantation	Male",10
3538016,Cloning and sequence analysis of rabbit progesterone-receptor complementary DNA.,"Amino Acid Sequence	Animals	Base Sequence	Cloning, Molecular	DNA	Female	Immunologic Techniques	Oncogene Proteins, Viral	Rabbits	Receptors, Estrogen	Receptors, Glucocorticoid	Receptors, Progesterone	Recombinant Fusion Proteins	Uterus",10
15136694,Suggestive evidence for linkage to chromosome 13qter for autosomal dominant type 1 porencephaly.,"Adolescent	Adult	Aged	Brain	Central Nervous System Cysts	Child	Chromosome Mapping	Chromosomes, Human, Pair 13	European Continental Ancestry Group	Female	Genetic Linkage	Genetic Markers	Genotype	Humans	Italy	Magnetic Resonance Imaging	Male	Middle Aged	Pedigree",10
2625568,[Successful resection of the right atrial myxoma with excessive tumor vascularity in a elderly patient].,Aged	Female	Heart Atria	Heart Neoplasms	Humans	Methods	Myxoma,10
8195253,The use of biobrane II and specialty airflow beds (FluidAir Plus and Kinair for effective coverage of extensive posterior donor site wounds.,"Adult	Beds	Biocompatible Materials	Burns	Coated Materials, Biocompatible	Humans	Occlusive Dressings	Skin Physiological Phenomena	Skin Transplantation	Supine Position	Surgical Wound Infection	Time Factors	Transplantation, Autologous	Wound Healing",10
19609673,What gets noticed: how barrier and facilitator perceptions relate to the adoption and implementation of innovative mental health practices.,Attitude of Health Personnel	Community Mental Health Services	Diffusion of Innovation	Evidence-Based Practice	Humans	Interviews as Topic,10
16217479,Expression and possible mechanisms of regulation of BMP3 in rat cranial sutures.,"Animals	Bone Morphogenetic Protein 3	Bone Morphogenetic Proteins	Carrier Proteins	Cells, Cultured	Coculture Techniques	Cranial Sutures	Down-Regulation	Dura Mater	Fibroblast Growth Factor 2	Oligonucleotide Array Sequence Analysis	Osteoblasts	Osteogenesis	Rats	Rats, Sprague-Dawley	Reverse Transcriptase Polymerase Chain Reaction	Transforming Growth Factor beta	Transforming Growth Factor beta1",10
15965751,Nonlinear control for algae growth models in the chemostat.,"Algorithms	Bioreactors	Cell Culture Techniques	Cell Proliferation	Computer Simulation	Eukaryota	Feedback	Gene Expression Regulation	Kinetics	Models, Biological	Nitrogen	Nonlinear Dynamics	Numerical Analysis, Computer-Assisted	Oxygen	Signal Transduction	Systems Biology",10
19422300,Quantification of cell labeling with micron-sized iron oxide particles using continuum source atomic absorption spectrometry.,"Animals	Cell Survival	Ferric Compounds	Hepatocytes	Male	Particle Size	Spectrophotometry, Atomic	Staining and Labeling	Sus scrofa	Temperature",10
8967001,Comparative susceptibility of Pyrenean and Brown Swiss calves to gastrointestinal nematodes in subclinical naturally acquired infections.,Animal Husbandry	Animals	Cattle	Cattle Diseases	Feces	Female	Gastrointestinal Diseases	Nematode Infections	Parasite Egg Count	Seasons	Spain	Species Specificity,10
15601889,A universal primer set for PCR amplification of nuclear histone H4 genes from all animal species.,Animals	DNA Primers	Histones	Phylogeny	Polymerase Chain Reaction,10
9636865,A double-blind comparison of itraconazole oral solution and fluconazole capsules for the treatment of oropharyngeal candidiasis in patients with AIDS.,"AIDS-Related Opportunistic Infections	Adult	Antifungal Agents	Candidiasis, Oral	Double-Blind Method	Female	Fluconazole	Humans	Itraconazole	Male	Middle Aged",10
24972498,Vector projectile imaging: time-resolved dynamic visualization of complex flow patterns.,"Algorithms	Blood Flow Velocity	Image Interpretation, Computer-Assisted	Image Processing, Computer-Assisted	Least-Squares Analysis	Phantoms, Imaging	Rheology	Ultrasonography, Doppler",10
7448049,[Effect of preganglionic activation on nicotinic cholinergic receptors linked to alpha-bungarotoxin in the rat superior cervical ganglion],"Animals	Bungarotoxins	Cold Temperature	Ganglia, Sympathetic	Rats	Receptors, Cholinergic	Reserpine",10
26026779,"""Adolescent metabolic phenotypes and early adult metabolic syndrome: Tehran lipid and glucose study"".",Adolescent	Blood Glucose	Body Mass Index	Female	Humans	Iran	Lipids	Male	Metabolic Syndrome X	Phenotype	Prevalence	ROC Curve,10
3440485,The effects of aging on the circadian rhythm of serum cortisol in the dog.,Aging	Animals	Circadian Rhythm	Dogs	Female	Hydrocortisone	Thyroxine,10
16839770,"The alpha(2C)-adrenergic receptor mediates hyperactivity of coloboma mice, a model of attention deficit hyperactivity disorder.","Adrenergic alpha-Antagonists	Adrenergic beta-Antagonists	Animals	Attention Deficit Disorder with Hyperactivity	Basal Ganglia	Brain	Brain Chemistry	Catecholamines	Disease Models, Animal	Female	Genetic Predisposition to Disease	Hyperkinesis	Male	Mice	Mice, Neurologic Mutants	Motor Activity	Receptors, Adrenergic, alpha-2	Yohimbine",10
1716664,An ion channel locus for the protein kinase C potentiation of transmitter glutamate release from guinea pig cerebrocortical synaptosomes.,"4-Aminopyridine	Animals	Cerebral Cortex	Electrophysiology	Glutamates	Glutamic Acid	Guinea Pigs	Ion Channels	Neurotransmitter Agents	Phorbol 12,13-Dibutyrate	Potassium Chloride	Protein Kinase C	Synaptosomes",10
8935144,The clinical course of untreated asymptomatic bacteriuria in diabetic patients--14-year follow-up.,Adult	Aged	Bacteriuria	Diabetes Complications	Diabetes Mellitus	Female	Follow-Up Studies	Humans	Male	Middle Aged	Prospective Studies,10
26181573,"Regular Yoga Practice Improves Antioxidant Status, Immune Function, and Stress Hormone Releases in Young Healthy People: A Randomized, Double-Blind, Controlled Pilot Study.",Adult	Antioxidants	Cytokines	Epinephrine	Female	Glutathione	Humans	Hydrocortisone	Male	Oxidoreductases	Pilot Projects	Serotonin	Yoga	Young Adult,10
15813851,Increased incidence of EBV-related disease following paediatric stem cell transplantation with reduced-intensity conditioning.,"Adolescent	Antibodies, Monoclonal	Antibodies, Monoclonal, Humanized	Antibodies, Neoplasm	Antilymphocyte Serum	B-Lymphocytes	Child	Child, Preschool	Epstein-Barr Virus Infections	Female	Graft vs Host Disease	Herpesvirus 4, Human	Humans	Immunization, Passive	Incidence	Infant	Lymphocyte Count	Lymphoproliferative Disorders	Male	Multivariate Analysis	Risk Factors	Stem Cell Transplantation	T-Lymphocytes	Transplantation Conditioning",10
9832068,Therapeutic potential of biological response modifiers against transplantable mouse tumors of spontaneous origin. II. Local interleukin 2 treatment of tumors of different immunogenic strength.,"Adjuvants, Immunologic	Animals	Interleukin-2	Mice	Neoplasm Transplantation	Neoplasms, Experimental	Treatment Outcome",10
11823422,Integrity of intracellular domain of Notch ligand is indispensable for cleavage required for release of the Notch2 intracellular domain.,"Animals	Cell Line	Cross-Linking Reagents	Dimerization	Humans	Intracellular Signaling Peptides and Proteins	Membrane Proteins	Mice	Protein Binding	Receptor, Notch2	Receptors, Cell Surface	Receptors, Notch	Signal Transduction",10
26671680,"Detection of Helminth Eggs and Identification of Hookworm Species in Stray Cats, Dogs and Soil from Klang Valley, Malaysia.",Ancylostomatoidea	Animals	Cats	Dogs	Feces	Malaysia	Ovum	Real-Time Polymerase Chain Reaction	Soil,1
24011398,Types and sociodemographic correlates of complementary and alternative medicine (CAM) use among people with epilepsy in Oman.,Adult	Complementary Therapies	Electronic Health Records	Epilepsy	Female	Humans	Interviews as Topic	Logistic Models	Male	Middle Aged	Oman	Socioeconomic Factors	Statistics as Topic	Surveys and Questionnaires	Young Adult,10
19756476,Development and evaluation of single-nucleotide polymorphism  markers in allotetraploid rapeseed (Brassica napus L.).,"Alleles	Arabidopsis	Brassica napus	Brassica rapa	Chromosome Mapping	Chromosomes, Plant	DNA Primers	DNA, Plant	Gene Frequency	Genetic Markers	Genetic Variation	Genome, Plant	Genotype	INDEL Mutation	Point Mutation	Polymorphism, Single Nucleotide	Polyploidy",10
24218544,Kv3.3 channels harbouring a mutation of spinocerebellar ataxia type 13 alter excitability and induce cell death in cultured cerebellar Purkinje cells.,"Action Potentials	Animals	Calcium	Calcium Channel Blockers	Cell Death	Cells, Cultured	Cerebellar Ataxia	Dendrites	Mice	Mutation, Missense	Purkinje Cells	Shaw Potassium Channels	Xenopus",10
25533951,Dissecting neural differentiation regulatory networks through epigenetic footprinting.,"Binding Sites	Cell Differentiation	Cell Lineage	Embryonic Stem Cells	Epigenesis, Genetic	Epigenomics	Humans	Neural Stem Cells	RNA, Small Interfering	Reproducibility of Results	Transcription Factors	Transcription, Genetic",6
18072250,Characterization of Antarctic psychrotrophic bacteria with antibacterial activities against terrestrial microorganisms.,Actinobacteria	Antarctic Regions	Antibiosis	Bacterial Physiological Phenomena	Gammaproteobacteria	Seawater	Water Microbiology,10
16095445,"Effects of remifentanil and alfentanil on seizure duration, stimulus amplitudes and recovery parameters during ECT.","Adult	Aged	Alfentanil	Analgesics, Opioid	Anesthesia Recovery Period	Anesthetics, Combined	Anesthetics, Intravenous	Dose-Response Relationship, Drug	Electroconvulsive Therapy	Female	Hemodynamics	Humans	Male	Middle Aged	Neuromuscular Depolarizing Agents	Piperidines	Propofol	Prospective Studies	Seizures	Succinylcholine	Time Factors",10
2464888,Basal keratinocyte subsets: ultrastructural and morphometric features.,Epidermis	Humans	Keratins,10
26439064,Temperament and peer problems from early to middle childhood: Gene-environment correlations with negative emotionality and sociability.,"Antisocial Personality Disorder	Child	Child, Preschool	Crime Victims	Diseases in Twins	Female	Gene-Environment Interaction	Humans	Longitudinal Studies	Male	Peer Group	Rejection (Psychology)	Risk Factors	Social Adjustment	Social Environment	Statistics as Topic	Temperament",10
2847010,Post-receptor modulation of the effects of cyclic AMP in isolated cardiac myocytes.,Alprostadil	Animals	Cyclic AMP	Cyclic GMP	GTP-Binding Proteins	Heart	In Vitro Techniques	Isoproterenol	Myocardium	Protein Kinases	Rabbits	Rats,10
26410325,Fiber tracking of brain white matter based on graph theory.,"Algorithms	Diffusion Tensor Imaging	Humans	Image Processing, Computer-Assisted	Phantoms, Imaging	White Matter",10
7641844,Isoforms of platelet-derived growth factor and its receptors in epiretinal membranes: immunolocalization to retinal pigmented epithelial cells.,"Eye Diseases	Humans	Immunohistochemistry	Pigment Epithelium of Eye	Platelet-Derived Growth Factor	Receptors, Platelet-Derived Growth Factor	Retina	Retinal Vessels",10
12090297,Clinical versus quantitative vibration assessment: improving clinical performance.,Adult	Animals	Anthropometry	Cohort Studies	Female	Humans	Male	Middle Aged	Multivariate Analysis	Neural Conduction	Neurologic Examination	Prospective Studies	Sensation	Sensation Disorders	Sensory Thresholds	Severity of Illness Index	Toes	Vibration,10
2799208,[Intracerebral cavernous angioma].,"Adolescent	Adult	Aged	Brain Neoplasms	Cerebral Hemorrhage	Child	Epilepsy	Female	Hemangioma, Cavernous	Humans	Magnetic Resonance Imaging	Male	Middle Aged	Retrospective Studies	Tomography, X-Ray Computed",10
8937464,Mechanism-based inhibition of mouse P4502b-10 by selected arylalkynes.,"Alkynes	Animals	Aryl Hydrocarbon Hydroxylases	Cytochrome P-450 Enzyme Inhibitors	Cytochrome P-450 Enzyme System	Cytochrome P450 Family 2	Enzyme Inhibitors	In Vitro Techniques	Kinetics	Lung	Male	Mice	Microsomes	Microsomes, Liver	Naphthalenes	Oxazines	Phenanthrenes	Rats	Steroid Hydroxylases",10
19351464,Misunderstood cardiac involvement with heart impairment in traumatic sternal fracture: an enzyme-guided evaluation.,"Accidents, Traffic	Adolescent	Adult	Aged	Aged, 80 and over	Aorta, Thoracic	Aortic Rupture	Biomarkers	Creatine Kinase, MB Form	Electrocardiography	Female	Fracture Fixation, Internal	Fractures, Bone	Heart Injuries	Humans	Injury Severity Score	Male	Middle Aged	Pericardial Effusion	Retrospective Studies	Sternum	Treatment Outcome",10
9353217,H-NS protein represses transcription of the lux systems of Vibrio fischeri and other luminous bacteria cloned into Escherichia coli.,"Bacterial Proteins	DNA-Binding Proteins	Escherichia coli	Luminescent Measurements	Repressor Proteins	Sigma Factor	Transcription, Genetic	Vibrio",10
16032725,Gene therapy with adenovirus-mediated VEGF enhances skin flap prefabrication.,"Adenoviridae	Animals	Genetic Therapy	Genetic Vectors	Male	Models, Animal	Rats	Rats, Sprague-Dawley	Skin Transplantation	Surgical Flaps	Vascular Endothelial Growth Factor A",10
25190804,Synthetic phosphopeptides enable quantitation of the content and function of the four phosphorylation states of phospholamban in cardiac muscle.,"Adenosine Triphosphatases	Animals	Calcium	Calcium-Binding Proteins	Calcium-Calmodulin-Dependent Protein Kinase Type 2	Cyclic AMP-Dependent Protein Kinases	Disease Models, Animal	Heart Failure	Myocardium	Phosphopeptides	Phosphorylation	Sarcoplasmic Reticulum Calcium-Transporting ATPases	Swine",10
4338640,Genome homology of vesicular stomatitis virus and defective T particles and evidence for the sequential transcription of the virion ribonucleic acid.,"Animals	Cell Line	Centrifugation, Density Gradient	Cricetinae	Defective Viruses	Electrophoresis, Disc	Genetic Code	Genetics, Microbial	Kidney	Phosphorus Isotopes	RNA Nucleotidyltransferases	RNA, Viral	Ribonucleases	Tritium	Uracil Nucleotides	Uridine	Vesicular stomatitis Indiana virus	Viral Interference	Virus Cultivation",10
7574634,"Growth, induction, and substrate specificity of dehydroabietic acid-degrading bacteria isolated from a kraft mill effluent enrichment.","Bacteria	Biodegradation, Environmental	Diterpenes	Diterpenes, Abietane	Molecular Structure	Paper	Resins, Plant	Water Microbiology	Water Pollutants, Chemical",10
314079,Colony-stimulating and colony-forming cells in peripheral blood as prognostic markers in acute myelogenous leukemia.,"Adolescent	Adult	Antineoplastic Agents	Colony-Stimulating Factors	Drug Therapy, Combination	Female	Hematopoietic Stem Cells	Humans	In Vitro Techniques	Leukemia, Myeloid, Acute	Male	Prognosis",10
25386077,N-acetylcysteine attenuates reactive-oxygen-species-mediated endoplasmic reticulum stress during liver ischemia-reperfusion injury.,"Acetylcysteine	Animals	Antioxidants	Apoptosis	Cells, Cultured	Cytoprotection	Disease Models, Animal	Endoplasmic Reticulum	Endoplasmic Reticulum Stress	Liver	Liver Diseases	Male	Mice, Inbred C57BL	Oxidative Stress	Reactive Oxygen Species	Reperfusion Injury	Signal Transduction",10
1635793,Aerobic power of competitive paraplegic road racers.,Adult	Exercise	Female	Humans	Male	Middle Aged	Oxygen Consumption	Paraplegia	Physical Education and Training	Physical Fitness	Reference Values	Sports	Time Factors	Wheelchairs,10
